age;sex;sex_orient;educ;town;marital;sex_experience;children;diner;pos_aff;neg_aff;gender_st_plus;gender_st_minus;norms_male;avoiding_femin;dislike_lgbt;self_esteem_tech;firmness;dom_males;need_sex;limit_emotion;sexism_minus;sexism_plus;polit_orientation;feminism;fairness_system;loyality_system;ideal_system;anti_egal;dom;subm;conven;hard_purpose;codes_purpose;hard_accident;codes_accident;cope_confr_acc;cope_dist_acc;cope_control_acc;cope_support_acc;cope_respon_acc;cope_run_acc;cope_plan_acc;cope_value_acc;cope_confr_purp;cope_dist_purp;cope_control_purp;cope_support_purp;cope_respon_purp;cope_run_purp;cope_plan_purp;cope_value_purp
35;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете отдельно от супруга/супруги;Да;2 ребенка;23;39;18;8;1;42;4;3;11;9;5;6;4;10;11;2;6;3;3;5;13;16;8;8;0;relationship;0;work;6;13;15;16;3;18;13;17;10;12;18;10;9;18;10;12
39;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;22;37;19;6;3;37;6;4;7;6;5;5;4;4;6;3;5;3;3;4;20;15;11;9;0;betrayal;0;work;9;7;14;13;6;12;14;15;14;8;14;15;4;11;14;18
38;Ж;Бисексуал;Высшее;Город-миллионник;Живете отдельно от супруга/супруги;Да;2 ребенка;19;30;33;0;5;33;5;3;9;5;3;4;4;10;7;1;6;1;1;1;30;6;8;7;1;work;0;stereotype;9;13;13;12;2;11;13;18;16;12;9;18;2;12;10;15
33;Ж;Бисексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;21;36;15;0;2;21;3;3;3;3;3;3;3;0;0;3;7;1;1;1;35;5;7;6;1;stereotype;0;nature;8;6;7;15;4;9;10;18;10;2;9;17;0;6;17;14
47;Ж;Гетеросексуал;Высшее;Город-миллионник;Разведены;Да;2 ребенка;21;28;21;3;3;45;5;5;6;15;5;3;6;10;4;3;5;3;3;5;24;17;10;14;1;.000;0;formal;7;6;16;13;1;13;12;12;11;4;13;14;2;12;10;5
34;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;25;32;19;8;0;72;11;16;8;11;13;6;7;22;15;5;2;5;5;4;16;17;18;23;0;.000;0;.000;8;4;11;14;6;8;9;18;9;6;12;13;7;12;11;13
24;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 100 до 250 тысяч человек;Не женаты/не замужем;Да;нет;17;34;15;0;5;37;6;4;3;14;3;3;4;0;0;2;7;2;2;1;15;5;19;16;0;.000;0;.000;9;6;11;16;8;11;14;11;12;12;14;12;8;16;12;14
49;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;3 ребенка;26;40;10;0;4;60;6;6;15;10;8;6;9;6;6;4;4;3;3;3;25;13;18;17;1;.000;1;.000;10;11;13;12;7;14;12;14;12;12;14;12;8;16;12;14
37;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;2 ребенка;29;37;25;1;7;29;3;4;5;8;3;3;3;10;10;2;5;2;2;2;12;12;15;18;0;work;0;stereotype;10;2;12;11;6;6;16;13;11;2;11;14;6;8;16;12
31;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Да;нет;26;37;18;6;3;21;3;3;3;3;3;3;3;2;0;3;4;1;1;1;35;8;7;6;0;.000;1;sport;13;16;19;16;12;16;18;17;15;6;12;18;3;15;15;9
25;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Нет;нет;15;27;31;9;0;49;15;3;17;3;5;3;3;4;3;3;6;1;2;4;35;11;8;13;1;harass;1;stereotype;2;12;13;5;4;9;8;2;1;12;17;4;3;19;6;5
29;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;25;38;26;3;6;41;6;3;7;13;3;5;4;1;6;1;7;1;1;5;16;10;7;6;0;work;0;interpersonal;5;14;12;0;4;15;5;6;3;10;12;3;3;12;7;7
38;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;17;19;27;6;0;69;7;15;11;15;6;9;6;21;15;6;5;3;3;3;21;17;20;21;1;family;1;interpersonal;12;11;12;18;10;21;7;10;12;12;16;18;9;21;7;9
42;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;29;44;12;1;7;58;8;7;11;7;8;8;9;6;8;4;3;2;2;2;26;9;9;18;0;.000;1;body;11;11;15;12;7;10;18;18;7;12;14;13;7;11;17;14
47;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;27;36;12;4;1;68;16;18;12;9;5;5;3;0;1;4;4;6;6;6;23;12;22;23;1;work;0;.000;10;6;10;13;2;12;13;12;10;2;5;12;1;13;16;10
48;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;20;18;41;0;9;71;8;17;13;15;6;6;6;17;17;4;4;3;3;5;17;13;21;24;1;.000;1;.000;13;11;16;17;10;20;14;16;12;13;13;16;9;21;9;16
26;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;20;29;27;7;2;35;3;4;12;7;3;3;3;0;5;4;5;4;2;7;35;5;11;15;0;betrayal;1;harass;6;14;14;0;6;17;8;3;10;11;19;13;8;20;12;6
34;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;14;35;30;3;4;64;8;10;12;8;12;7;7;6;13;4;4;3;3;4;25;15;20;16;0;work;1;comfort;7;6;12;11;8;11;10;11;13;6;13;4;6;12;16;13
28;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;27;45;20;8;1;43;3;3;12;11;6;3;5;3;7;2;6;1;1;1;18;10;7;8;0;stereotype;0;work;8;6;8;15;4;9;16;16;14;6;10;16;3;9;16;19
22;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;21;31;16;4;5;69;8;9;8;13;11;10;10;13;15;6;4;7;6;7;20;27;17;17;1;.000;0;stereotype;6;10;8;7;2;7;5;3;4;14;8;5;7;6;7;15
25;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;25;38;23;2;3;42;6;5;6;8;6;5;6;7;4;5;3;6;5;2;22;15;17;20;1;education;1;interpersonal;12;2;10;18;8;10;14;18;11;3;10;18;6;9;15;18
33;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;12;23;24;1;2;45;6;11;6;4;5;8;5;16;7;7;3;4;4;4;25;27;11;22;0;work;0;danger;10;12;13;9;6;16;9;14;11;13;11;16;6;17;10;11
35;М;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Разведены;Да;нет;20;33;24;1;8;43;8;8;4;6;5;6;6;24;4;5;2;4;4;4;18;21;17;12;1;stereotype;0;stereotype;7;6;7;3;2;2;9;9;2;2;6;2;2;0;8;7
26;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;22;44;40;4;5;52;9;9;14;7;5;3;5;19;23;7;4;4;4;4;22;18;24;25;1;work;0;body;4;6;11;7;9;4;7;6;15;10;6;18;11;13;6;15
28;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;21;39;33;9;0;21;3;3;3;3;3;3;3;0;0;1;7;1;1;1;31;8;7;6;0;betrayal;1;body;10;7;14;18;10;15;13;10;0;0;0;0;0;0;0;0
26;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;17;36;26;8;0;54;6;5;17;15;4;4;3;20;22;4;5;2;2;5;13;14;14;17;0;relationship;1;harass;7;11;11;5;0;18;12;15;14;13;15;16;0;21;8;15
24;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;20;29;19;6;0;56;7;8;8;14;11;3;5;12;12;5;5;2;4;3;20;25;14;19;0;harass;0;.000;11;10;16;17;10;19;12;14;16;17;17;17;7;20;13;18
23;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;22;42;26;8;0;95;17;21;8;16;10;12;11;17;29;7;4;7;7;7;33;15;30;30;1;betrayal;0;work;13;12;15;16;8;15;17;17;10;14;14;14;4;15;14;14
27;Ж;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;25;39;30;3;3;71;12;7;15;11;9;8;9;21;26;4;5;3;1;3;31;14;19;26;0;work;1;stereotype;14;11;13;15;6;13;13;13;14;5;16;14;5;15;18;19
26;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;21;39;15;8;1;56;8;9;6;10;7;9;7;29;0;1;1;3;2;2;35;35;11;10;0;betrayal;0;.000;9;6;8;9;5;6;14;13;9;4;10;9;5;3;15;13
26;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;29;50;10;5;4;108;19;13;20;14;21;14;7;14;23;6;7;7;7;7;30;29;15;26;1;betrayal;0;.000;10;12;14;9;4;10;15;14;10;10;13;8;4;10;17;12
26;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;19;41;15;0;1;65;4;6;9;13;17;13;3;15;4;4;1;5;6;5;26;14;7;21;0;family;0;army;11;6;15;10;1;15;16;11;9;7;15;7;3;13;12;15
27;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;29;38;12;5;2;103;14;19;12;18;15;12;13;18;15;7;2;7;7;7;29;11;26;29;0;body;0;.000;8;11;9;9;4;4;13;12;8;12;15;15;6;13;17;15
36;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;20;31;28;7;0;47;6;5;10;12;3;7;4;9;11;4;4;4;3;2;12;17;7;9;0;stereotype;1;danger;5;9;7;9;0;8;7;13;9;8;12;13;3;10;9;11
28;М;Гетеросексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;17;40;30;5;3;64;9;7;9;10;11;9;9;10;8;3;6;5;5;5;31;11;7;8;0;.000;0;.000;7;11;10;15;11;12;11;9;6;10;13;12;6;11;9;8
32;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;18;38;26;4;3;92;16;21;12;15;9;13;6;20;20;5;1;2;2;2;17;17;18;20;1;work;0;.000;10;10;10;12;4;16;7;10;9;10;12;7;3;15;6;10
24;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;24;27;19;7;2;58;9;8;13;9;6;7;6;11;10;4;4;4;4;4;22;13;22;19;0;work;0;family;7;10;13;8;5;12;8;10;6;11;9;9;4;11;8;7
27;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;22;35;20;7;0;86;15;11;16;13;13;9;9;16;14;4;3;3;3;4;23;25;20;22;0;.000;0;work;14;11;12;15;3;16;17;15;14;12;11;14;5;15;17;15
43;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;2 ребенка;23;32;12;8;0;73;9;11;13;11;11;9;9;14;14;5;7;3;3;3;15;13;16;23;0;.000;0;.000;11;14;18;10;5;10;16;14;10;16;20;12;5;12;16;17
33;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;27;38;23;1;8;53;4;7;14;10;9;6;3;8;5;4;4;5;5;6;21;18;17;22;0;stereotype;0;.000;12;9;12;15;6;10;14;11;9;13;11;9;5;8;10;9
22;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;22;48;18;6;0;63;6;9;12;14;10;6;6;10;4;2;3;2;2;3;15;10;12;15;1;harass;0;army;13;7;15;17;4;8;16;18;12;9;15;17;3;9;18;16
68;Ж;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Разведены;Да;3 ребенка;15;21;21;1;4;71;13;16;14;8;6;6;8;8;7;4;5;4;3;5;25;11;14;15;0;.000;0;.000;10;9;7;7;4;11;3;13;8;9;11;8;5;10;7;11
27;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;28;41;19;6;1;35;4;7;10;3;5;3;3;6;5;3;3;5;5;4;17;16;9;11;0;harass;0;stereotype;9;13;14;10;4;13;5;6;9;10;11;15;6;22;7;5
27;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;23;35;26;8;1;129;18;21;13;19;20;19;19;21;23;7;1;2;2;2;35;9;28;30;0;.000;0;.000;9;15;18;12;6;18;17;15;11;13;17;12;8;19;17;16
26;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;1 ребенок;21;28;19;0;7;48;6;12;8;7;4;5;6;9;13;4;6;3;3;3;12;13;16;15;1;family;1;body;8;7;10;16;7;13;6;15;10;10;9;17;6;15;7;15
32;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;27;36;10;6;1;37;6;4;9;6;6;3;3;5;25;4;6;3;3;3;22;5;21;18;0;stereotype;0;sport;8;6;8;9;6;8;8;11;0;3;0;0;0;0;0;0
33;М;Гетеросексуал;Среднее специальное;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;12;24;43;7;1;47;9;7;5;5;6;8;7;15;8;1;4;2;2;3;16;19;7;9;1;.000;1;stereotype;7;9;11;5;5;10;9;7;8;5;9;12;4;15;9;9
49;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Живете отдельно от супруга/супруги;Да;1 ребенок;30;38;11;5;2;25;3;5;3;5;3;3;3;11;5;4;4;1;1;1;14;7;8;15;0;work;0;work;6;5;9;16;3;10;15;21;7;3;5;17;3;7;18;21
36;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;13;34;21;6;3;45;4;4;9;14;3;5;6;11;17;5;5;2;2;1;25;14;14;13;1;stereotype;1;work;8;10;12;11;6;7;14;17;9;8;11;9;6;9;13;14
26;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;15;28;24;5;1;101;14;17;15;18;18;6;13;27;19;5;1;6;6;4;26;26;22;24;1;harass;1;activity;9;9;15;13;4;15;13;15;16;8;13;10;1;10;14;16
33;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;16;35;28;6;2;45;6;3;12;10;3;3;8;6;9;4;5;1;1;1;19;21;10;11;0;stereotype;0;sport;11;9;9;15;7;11;14;16;6;12;11;16;7;13;11;14
25;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;17;42;18;3;6;38;3;3;12;8;5;3;4;6;0;3;5;3;2;2;24;20;7;6;0;harass;0;body;5;6;15;15;0;12;9;16;16;10;16;8;4;13;10;11
30;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;20;29;16;6;3;59;11;14;7;10;8;5;4;15;22;1;4;1;1;1;35;5;10;21;0;.000;0;.000;9;5;8;8;6;10;14;10;12;2;8;5;6;8;14;11
43;М;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;2 ребенка;26;40;14;8;1;98;15;14;15;16;15;11;12;21;18;2;2;5;4;6;23;26;19;24;0;betrayal;0;.000;5;9;13;7;2;6;13;13;4;3;11;5;1;4;12;12
39;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Разведены;Да;2 ребенка;14;35;16;5;3;41;6;9;8;6;3;4;5;19;14;1;4;2;2;2;16;10;19;21;1;family;0;sport;7;6;13;17;6;12;13;10;4;3;5;15;0;8;7;4
39;Ж;Бисексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Не женаты/не замужем;Да;нет;18;24;35;8;1;59;7;6;15;10;5;9;7;6;25;1;6;2;2;2;10;7;8;10;1;betrayal;1;family;12;9;15;12;12;20;6;10;13;7;16;13;4;16;8;12
38;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;21;42;11;4;4;75;11;10;12;14;11;9;8;20;15;4;4;4;4;4;23;15;19;23;0;work;1;work;6;9;13;13;0;10;18;17;8;12;14;16;4;9;14;16
63;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;3 ребенка;23;32;21;3;2;74;14;4;16;14;9;9;8;24;16;3;3;1;2;2;27;11;9;9;0;.000;0;sport;9;10;12;14;10;14;13;11;8;10;14;15;10;15;10;10
54;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;1 ребенок;25;42;12;1;4;93;13;16;16;18;9;9;12;8;22;6;6;1;2;6;33;20;7;12;0;stereotype;0;formal;9;5;9;5;0;4;10;13;7;12;6;3;4;2;17;15
51;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;23;33;16;9;0;79;12;12;12;12;11;11;9;11;15;4;4;2;3;3;17;11;10;13;0;family;0;stereotype;10;9;16;13;7;10;14;19;18;2;18;16;3;15;15;19
61;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;1 ребенок;21;39;29;2;7;71;12;13;14;12;8;5;7;12;17;4;4;4;4;4;23;14;21;18;1;betrayal;0;sport;7;6;5;7;2;7;6;8;8;6;8;9;5;10;9;8
25;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;23;39;12;9;0;36;3;3;15;5;4;3;3;16;13;3;7;1;1;5;33;20;10;9;0;.000;0;harass;7;7;10;1;4;4;1;4;7;9;9;0;3;6;13;6
26;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;28;43;12;5;4;45;6;3;13;11;3;3;6;7;7;4;3;4;4;4;15;11;19;21;0;.000;1;body;5;12;17;17;6;11;18;16;9;11;17;16;6;10;18;18
40;М;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;18;38;26;5;0;119;17;21;19;20;16;15;11;30;30;6;1;7;5;5;32;32;18;30;1;betrayal;1;work;8;13;11;9;3;9;15;14;8;13;13;5;4;7;17;15
33;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;18;36;24;2;5;77;9;9;15;11;11;13;9;14;16;4;5;2;5;5;30;8;19;24;0;work;0;work;10;12;14;12;5;15;12;15;8;8;13;11;5;13;12;14
42;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;28;37;19;6;1;53;6;8;7;10;7;7;8;14;10;4;3;2;2;2;25;13;18;22;1;work;1;danger;8;9;12;8;3;14;11;10;9;11;15;10;5;19;13;15
36;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;24;37;14;7;2;116;21;18;13;19;14;15;16;25;24;4;4;4;4;4;17;23;22;23;0;.000;0;activity;12;13;14;14;8;12;10;15;8;13;14;13;6;14;10;16
55;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Разведены;Да;2 ребенка;28;37;32;8;0;89;13;15;10;14;12;11;14;23;20;5;5;4;4;4;15;13;17;19;1;work;0;.000;0;0;0;0;0;0;0;0;5;9;12;7;4;10;12;19
27;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;21;45;25;3;0;75;6;4;13;9;15;18;10;17;25;1;5;1;1;5;28;34;10;11;1;stereotype;0;danger;10;4;8;5;5;9;3;14;6;7;8;8;0;6;9;18
35;М;Гетеросексуал;Высшее;Поселок городского типа/деревня;Не женаты/не замужем;Да;нет;15;24;37;9;0;60;3;11;12;13;12;3;6;5;12;4;3;3;3;5;20;21;21;21;0;betrayal;0;family;12;8;16;17;8;16;17;17;13;16;17;14;7;17;16;16
29;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;14;37;40;6;0;23;3;3;3;3;3;5;3;8;8;4;4;3;3;3;29;10;20;19;0;relationship;0;work;4;6;12;12;9;9;3;12;9;3;12;6;12;15;3;15
28;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Да;нет;30;43;15;7;1;53;8;3;10;13;8;7;4;2;7;5;5;5;5;6;13;8;13;22;0;harass;1;harass;5;12;16;14;4;13;14;18;13;18;16;17;4;19;14;17
23;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;17;31;31;2;1;90;12;12;13;17;11;15;10;17;21;4;3;4;4;4;28;23;20;30;1;stereotype;0;harass;9;12;9;8;4;19;2;2;7;9;11;13;4;17;8;6
28;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;16;34;32;0;8;87;10;18;10;18;18;3;10;17;14;7;1;4;4;6;21;18;35;30;0;betrayal;0;work;7;11;9;10;11;8;7;7;5;7;9;12;6;10;6;10
25;Ж;Гетеросексуал;Высшее;Город-миллионник;Живете вместе, но официально не женаты/не замужем;Да;1 ребенок;23;17;15;1;7;147;21;21;21;21;21;21;21;21;21;7;1;6;6;6;20;31;35;30;0;betrayal;0;harass;9;12;16;9;11;12;10;8;9;15;14;11;8;13;12;6
33;Ж;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;23;40;17;0;8;46;6;4;13;3;10;7;3;10;14;3;4;2;4;5;21;6;7;14;1;.000;1;.000;7;8;9;12;10;13;11;20;3;6;5;4;2;7;6;7
25;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;29;32;20;6;2;72;13;21;21;8;3;3;3;18;10;7;1;7;7;7;27;30;23;29;0;betrayal;1;stereotype;17;10;6;18;3;15;15;15;12;9;15;15;6;21;12;15
33;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;26;29;15;8;1;74;11;13;15;13;13;5;4;21;20;4;4;3;3;5;17;16;10;18;1;betrayal;0;work;4;13;16;12;6;12;9;13;9;9;16;12;11;12;8;19
65;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;2 ребенка;26;47;12;7;2;135;19;20;18;21;18;18;21;14;25;5;2;5;6;6;27;19;25;29;1;work;1;sport;8;5;13;9;2;3;17;9;11;3;17;11;1;6;14;11
33;М;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;25;37;21;6;3;126;18;18;18;18;18;18;18;30;20;7;1;7;7;7;35;35;35;30;0;relationship;1;sport;0;1;7;2;5;6;9;6;9;7;5;10;11;7;8;5
44;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;24;22;28;2;3;42;6;6;6;6;6;6;6;6;6;4;4;5;5;5;16;10;18;18;0;.000;0;danger;4;10;4;8;5;8;4;6;6;5;4;5;5;15;8;15
20;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;29;46;11;8;0;21;3;3;3;3;3;3;3;0;0;2;5;1;1;2;35;6;7;6;0;work;0;work;12;3;9;18;3;4;13;12;12;3;9;18;3;6;14;12
42;Ж;Гетеросексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;нет;24;33;14;1;3;59;11;11;8;10;6;7;6;12;13;6;6;5;5;7;20;8;24;23;0;betrayal;0;stereotype;8;6;11;9;5;13;10;9;6;11;13;10;5;10;7;6
39;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;25;41;13;8;1;66;11;10;12;9;9;12;3;16;13;4;4;4;4;4;16;14;21;18;0;.000;0;.000;11;10;12;13;6;11;14;18;11;10;12;13;6;13;13;16
37;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;3 ребенка;28;45;11;6;3;44;3;11;11;7;6;3;3;2;10;2;2;5;5;5;10;7;12;19;0;.000;0;stereotype;11;10;10;15;4;9;14;18;0;0;0;0;0;0;0;0
38;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;19;24;24;1;6;21;3;3;3;3;3;3;3;7;10;1;5;1;1;1;24;15;18;11;0;stereotype;0;stereotype;6;8;10;8;5;10;7;13;9;8;11;9;7;10;12;11
24;Ж;Гетеросексуал;Высшее;Город-миллионник;Живете вместе, но официально не женаты/не замужем;Да;нет;17;28;14;6;0;25;3;3;5;5;3;3;3;0;4;4;5;2;2;3;15;8;15;16;0;.000;0;.000;8;7;13;12;4;14;8;13;11;18;16;10;6;17;12;16
23;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;25;38;13;3;2;42;6;6;6;6;6;6;6;6;8;5;6;5;5;4;16;6;9;18;0;harass;0;sport;11;10;10;16;3;15;12;12;12;9;11;16;2;14;12;13
23;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;18;33;34;4;2;42;6;6;6;6;6;6;6;6;12;4;4;4;4;4;16;20;20;17;0;.000;0;.000;10;10;8;10;8;13;12;12;10;8;8;9;7;15;11;14
36;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;23;44;18;6;1;34;7;4;9;5;3;3;3;2;9;6;4;1;1;1;35;21;15;12;0;.000;0;work;13;9;14;17;7;14;15;17;13;10;13;17;7;16;16;17
23;Ж;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;21;39;29;7;1;51;9;3;12;13;7;4;3;11;14;4;3;3;3;2;31;10;20;21;0;.000;0;wok;7;8;10;17;6;12;14;15;6;8;10;16;4;14;10;16
57;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;1 ребенок;22;36;18;8;0;87;15;17;9;14;13;8;11;12;12;4;3;4;5;5;17;21;18;19;0;family;0;stereotype;8;13;15;6;7;9;12;5;11;1;12;15;7;13;14;12
70;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;21;36;22;6;1;83;7;4;17;18;15;9;13;16;13;1;1;2;4;2;23;21;12;10;0;harass;1;comfort;11;8;12;15;0;11;10;17;6;4;19;3;0;12;3;9
18;Ж;Гетеросексуал;Среднее полное;Город-миллионник;Не женаты/не замужем;Нет;нет;25;41;17;8;0;60;8;10;12;15;5;5;5;7;11;3;6;3;3;3;11;9;14;16;1;harass;0;work;9;11;14;13;2;8;12;8;3;9;13;10;3;10;7;3
